row,col,value,Model,Data,Rep
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_6
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Magnoliosida,Phaephyceae,1,Random Forest,Sentinel-2 20m,Rep_6
Phaephyceae,Phaephyceae,14,Random Forest,Sentinel-2 20m,Rep_6
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Ulvophyceae,Ulvophyceae,31,Random Forest,Sentinel-2 20m,Rep_6
Xanthophyceae,Ulvophyceae,4,Random Forest,Sentinel-2 20m,Rep_6
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Ulvophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_6
Xanthophyceae,Xanthophyceae,5,Random Forest,Sentinel-2 20m,Rep_6
Bacillariophyceae,Bacillariophyceae,10,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Bacillariophyceae,1,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Bare Sediment,6,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Magnoliosida,20,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Phaephyceae,14,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Ulvophyceae,2,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Ulvophyceae,29,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Ulvophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_7
Xanthophyceae,Xanthophyceae,8,Random Forest,Sentinel-2 20m,Rep_7
Bacillariophyceae,Bacillariophyceae,8,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Bacillariophyceae,1,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Bare Sediment,12,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Magnoliosida,21,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Phaephyceae,16,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Ulvophyceae,31,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Ulvophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_8
Xanthophyceae,Xanthophyceae,3,Random Forest,Sentinel-2 20m,Rep_8
Bacillariophyceae,Bacillariophyceae,11,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Bare Sediment,12,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Magnoliosida,21,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Phaephyceae,15,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Ulvophyceae,26,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_9
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 20m,Rep_9
Xanthophyceae,Xanthophyceae,6,Random Forest,Sentinel-2 20m,Rep_9
Bacillariophyceae,Bacillariophyceae,6,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Bacillariophyceae,1,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Bare Sediment,4,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Magnoliosida,23,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Phaephyceae,19,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Ulvophyceae,32,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Ulvophyceae,2,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_10
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 20m,Rep_10
Xanthophyceae,Xanthophyceae,5,Random Forest,Sentinel-2 20m,Rep_10
Bacillariophyceae,Bacillariophyceae,5,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Bacillariophyceae,1,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Bare Sediment,10,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Magnoliosida,18,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Phaephyceae,18,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Phaephyceae,1,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Ulvophyceae,28,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_11
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 20m,Rep_11
Xanthophyceae,Xanthophyceae,7,Random Forest,Sentinel-2 20m,Rep_11
Bacillariophyceae,Bacillariophyceae,7,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Bare Sediment,7,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Magnoliosida,19,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Phaephyceae,20,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Phaephyceae,2,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Ulvophyceae,29,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_12
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 20m,Rep_12
Xanthophyceae,Xanthophyceae,7,Random Forest,Sentinel-2 20m,Rep_12
Bacillariophyceae,Bacillariophyceae,11,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Bacillariophyceae,1,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Bare Sediment,11,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Magnoliosida,21,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Phaephyceae,14,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Ulvophyceae,25,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Ulvophyceae,1,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_13
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 20m,Rep_13
Xanthophyceae,Xanthophyceae,8,Random Forest,Sentinel-2 20m,Rep_13
Bacillariophyceae,Bacillariophyceae,10,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Bacillariophyceae,2,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Bare Sediment,7,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Magnoliosida,18,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Magnoliosida,1,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Magnoliosida,2,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Phaephyceae,15,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Ulvophyceae,33,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Magnoliosida,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Ulvophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 20m,Rep_14
Xanthophyceae,Xanthophyceae,6,Random Forest,Sentinel-2 20m,Rep_14
Bacillariophyceae,Bacillariophyceae,8,Random Forest,Sentinel-2 20m,Rep_15
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_15
Bare Sediment,Bare Sediment,4,Random Forest,Sentinel-2 20m,Rep_15
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_15
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_15
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_15
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 20m,Rep_15
Bacillariophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_15
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_15
Magnoliosida,Magnoliosida,24,Random Forest,Sentinel-2 20m,Rep_15
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_15
Ulvophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_15
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 20m,Rep_15
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_15
Phaephyceae,Phaephyceae,16,Random Forest,Sentinel-2 20m,Rep_15
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 20m,Rep_15
